94344	39	32.3751	119	44.7574	0		1346.8	74.184734
94345	39	32.3751	119	44.7574	0		1346.8	74.184734
94346	39	32.3751	119	44.7574	0		1346.8	74.184734
94347	39	32.3739	119	44.7558	4.2	182.85	1349.3	74.22621
94348	39	32.3729	119	44.7561	3.57	206.96	1350.1	74.224991
94349	39	32.3717	119	44.7567	5.97	198.53	1351.2	74.223315
94350	39	32.3703	119	44.7569	5.03	220.53	1355.1	74.217372
94351	39	32.3691	119	44.7575	5.74	225.99	1359.7	74.210363
94352	39	32.3679	119	44.7582	5.02	213.43	1364.3	74.203354
94353	39	32.3665	119	44.7579	4.86	190.89	1370.9	74.193297
94354	39	32.365	119	44.7571	5.09	176.33	1378.4	74.181869
94355	39	32.3635	119	44.7565	4.89	189.42	1386	74.147282
94356	39	32.3618	119	44.7563	6.26	203.56	1394.7	74.096284
94357	39	32.3601	119	44.7564	6.81	202.21	1404	74.043594
94358	39	32.3582	119	44.7567	7.2	183.32	1410.9	74.00356
94359	39	32.3563	119	44.7562	6.66	165.13	1417.4	73.964714
94400	39	32.3547	119	44.7551	5.26	157.91	1425	73.914031
94401	39	32.3533	119	44.7543	4.62	182.43	1433.8	73.854373
94402	39	32.352	119	44.7542	4.16	192.43	1441.3	73.791359
94403	39	32.3508	119	44.7541	4.33	179.49	1448.6	73.709575
94404	39	32.3496	119	44.7537	4.66	164.66	1455.5	73.630465
94405	39	32.3484	119	44.7532	4.51	168.33	1462.2	73.552905
94406	39	32.3473	119	44.7534	4.04	209.61	1468.5	73.479353
94407	39	32.3465	119	44.7544	4.13	228.23	1474.3	73.40915
94408	39	32.3457	119	44.7553	3.88	214.83	1480.1	73.337939
94409	39	32.3447	119	44.7555	4.27	163.85	1486	73.26649
94410	39	32.3433	119	44.7545	6.52	151.28	1492.6	73.185694
94411	39	32.3415	119	44.7533	7.32	158.56	1499.4	73.102205
94412	39	32.3397	119	44.7524	6.92	164.68	1506.1	73.019945
94413	39	32.3379	119	44.7516	6.4	167.2	1512.8	72.937683
94414	39	32.336	119	44.7509	7.4	163.27	1519.7	72.851833
94415	39	32.3341	119	44.7498	7.42	151.51	1526.4	72.769478
94416	39	32.3326	119	44.7486	4.99	143.31	1532.9	72.686106
94417	39	32.3316	119	44.7481	3.87	179.15	1538.8	72.610217
94418	39	32.3305	119	44.7485	4.24	201.36	1544.5	72.533622
94419	39	32.3292	119	44.7489	5.8	185.62	1549.7	72.465266
94420	39	32.3275	119	44.7486	6.97	159.34	1554.9	72.396595
94421	39	32.3259	119	44.7475	6.41	142.26	1560.2	72.325636
94422	39	32.3251	119	44.7463	3.72	116.2	1565.6	72.251821
94423	39	32.325	119	44.7455	1.58	95.83	1571	72.177075
94424	39	32.3247	119	44.7447	4.01	125.61	1576.3	72.105496
94425	39	32.3236	119	44.743	7.57	131.29	1581.6	72.033981
94426	39	32.3222	119	44.7408	8.34	130.38	1586.9	71.965809
94427	39	32.3209	119	44.7391	5.76	142.56	1592.3	67.5239
94428	39	32.3197	119	44.7382	4.43	151.55	1598	67.214977
94429	39	32.3186	119	44.737	5.47	134.71	1603.9	67.022697
94430	39	32.3176	119	44.7352	7.32	120.99	1609.5	67.111483
94431	39	32.3168	119	44.7326	8.19	113.59	1614.7	66.767078
94432	39	32.3159	119	44.7304	5.82	126.02	1620.3	66.629266
94433	39	32.3149	119	44.7291	4.37	149.09	1626.1	67.126902
94434	39	32.3141	119	44.7284	2.56	151.45	1631.8	67.732755
94435	39	32.3139	119	44.7279	1.4	73.14	1637.1	68.737874
94436	39	32.3143	119	44.7274	0		1642.2	70.047741
94437	39	32.3143	119	44.7274	0		1642.2	70.047741
94438	39	32.3135	119	44.7254	5.39	141.25	1652.8	66.721083
94439	39	32.3122	119	44.724	6.42	135.91	1658.5	67.556564
94440	39	32.3111	119	44.7227	4.63	144.6	1663.7	68.882299
94441	39	32.3102	119	44.7219	3	142.99	1669.5	70.963043
94442	39	32.3095	119	44.7211	3.8	137.97	1675.2	65.414127
94443	39	32.3089	119	44.7196	6.14	110.86	1681.1	65.279931
94444	39	32.3084	119	44.7173	6.25	99.29	1687.9	65.471428
94445	39	32.3083	119	44.7154	3.92	89.81	1694.1	65.459425
94446	39	32.3083	119	44.7143	2.22	98.53	1700.3	65.577159
94447	39	32.3082	119	44.7134	2.74	100.1	1706.7	65.851627
94448	39	32.3081	119	44.7122	4.14	88.97	1713.1	66.512044
94449	39	32.308	119	44.711	3	103.62	1720	70.365524
94450	39	32.3074	119	44.71	4.65	143.31	1726.6	67.435609
94451	39	32.306	119	44.709	6.39	158.96	1732.9	66.142804
94452	39	32.3043	119	44.7081	6.32	153.26	1739.2	64.859483
94453	39	32.3033	119	44.7071	3.7	124.99	1745.4	67.445888
94454	39	32.303	119	44.7058	3.69	102.74	1751.4	69.540998
94455	39	32.3027	119	44.7043	5.21	110.73	1757.4	67.83181
94456	39	32.3018	119	44.7025	6.85	129.34	1763.2	65.094559
94457	39	32.3006	119	44.7008	6.13	136.19	1769.5	64.287117
94458	39	32.2996	119	44.6995	4.31	132.75	1775.6	66.471191
94459	39	32.2991	119	44.6984	3.1	102.91	1781.7	68.116609
94500	39	32.2989	119	44.6971	4.38	100.45	1787.9	69.59554
94501	39	32.2985	119	44.6957	4.23	127.3	1794.2	63.324946
94502	39	32.2976	119	44.6948	4.78	152.94	1800.5	68.209719
94503	39	32.2964	119	44.6942	4.34	163.4	1806.7	69.095474
94504	39	32.2954	119	44.6938	3.22	162.52	1812.9	68.517193
94505	39	32.2946	119	44.6935	2.48	158.88	1819.3	67.375749
94506	39	32.2941	119	44.6935	1.83	200.54	1825.5	65.496743
94507	39	32.2938	119	44.694	0		1831.5	62.59467
94508	39	32.2938	119	44.694	0		1831.5	62.59467
94509	39	32.2942	119	44.6935	3.36	70.72	1842.9	68.097857
94510	39	32.2945	119	44.6921	5.05	82.97	1848.6	65.189589
94511	39	32.2945	119	44.6903	4.89	95.96	1854.4	63.833279
94512	39	32.2943	119	44.6886	4.59	105.53	1860.3	68.74375
94513	39	32.2938	119	44.6871	4.8	119.86	1866.6	63.124949
94514	39	32.2929	119	44.6856	5.64	134.44	1873	63.776525
94515	39	32.2918	119	44.6843	5.51	140.73	1879.6	66.845924
94516	39	32.2908	119	44.6833	3.52	144.26	1886.4	68.132299
94517	39	32.2902	119	44.6826	2.64	145.5	1893.5	67.905817
94518	39	32.2895	119	44.6823	2.96	169.22	1900.7	68.266188
94519	39	32.2885	119	44.6823	3.93	187.6	1908	62.570734
94520	39	32.2875	119	44.6826	4.02	193.33	1915.3	64.653039
94521	39	32.2867	119	44.6829	2.12	191.6	1922.5	67.982223
94522	39	32.2862	119	44.6834	2.49	232.02	1929.8	63.976363
94523	39	32.2857	119	44.6843	3.7	234.33	1936.9	61.607772
94524	39	32.2849	119	44.6856	5.22	225.95	1944	62.016201
94525	39	32.2839	119	44.6867	4.34	208.07	1950.9	67.628361
94526	39	32.2828	119	44.6871	3.8	186.28	1957.8	64.622536
94527	39	32.2817	119	44.6872	3.75	181.67	1964.9	63.6361
94528	39	32.2808	119	44.6878	4.32	214.6	1972.1	62.355492
94529	39	32.2796	119	44.6887	5.19	211.39	1979.1	59.863494
94530	39	32.2783	119	44.6896	5.54	204.1	1985.6	59.603488
94531	39	32.2767	119	44.69	6.13	179.65	1992.2	59.48785
94532	39	32.2752	119	44.6896	5.52	157.22	1998.3	59.381774
94533	39	32.2741	119	44.6889	3.44	147.14	2004.7	59.271343
94534	39	32.2735	119	44.6885	1.7	144.15	2011	59.168265
94535	39	32.2733	119	44.6884	0.24	194.88	2017.5	65.999181
94536	39	32.2732	119	44.6886	0		2024.2	63.026455
94537	39	32.2732	119	44.6886	0		2024.2	63.026455
94538	39	32.2732	119	44.6886	0		2024.2	63.026455
94539	39	32.2726	119	44.6906	3.9	263.26	2045.2	63.027126
